rank,stop_id,stop_name,tract_geoid,households,pct_no_vehicle_est,moe_pts,pct_draws_in_top20,median_rank_simulated
754.0,85,Lincoln Estate Neighborhood,12001000700,2512,12.6,7.5,0.0,752.0
755.0,1280,Hidden Oak Elementary School,12001002204,5356,5.5,3.9,0.0,751.0
756.0,1110,Tower Road Library,12001002221,2304,0.8,1.5,0.0,754.0
757.0,759,Pine Grove Apartments,12001000400,2341,18.2,8.7,0.0,758.0
758.0,1166,Ironwood Golf Course,12001001902,1361,16.8,9.7,0.0,760.0
759.0,320,Kangaroo @ SE 35th Street,12001000700,2512,12.6,7.5,0.0,757.0
760.0,1595,UF Heart Health,12001000809,791,3.0,3.1,0.0,759.0
761.0,515,Hickory Woods Neighborhood,12001001701,3402,17.3,5.7,0.0,760.0
762.0,537,Willowcroft Neighborhood,12001001702,2361,5.5,4.0,0.0,761.0
763.0,417,Capri Neighborhood,12001001201,1358,3.3,3.1,0.0,760.0
764.0,1609,Jonesville Arbor Greens,12001002204,5356,5.5,3.9,0.0,762.0
765.0,331,Eastside Food Store,12001000700,2512,12.6,7.5,0.0,765.0
766.0,825,The Earl Apartments,12001001605,4022,6.0,5.3,0.0,765.0
767.0,282,D.R. Williams Fellowship Hall,12001000201,2308,21.1,10.6,0.0,764.0
768.0,96,Northbound SE 15th Street @ SE 3rd Avenue,12001000700,2512,12.6,7.5,0.0,767.0
769.0,103,Northbound SE 24th Street @ E University Avenue,12001000600,1734,20.2,11.8,0.0,769.0
770.0,1473,Fire Station,12001001605,4022,6.0,5.3,0.0,768.0
771.0,502,Zion Evangelical Lutheran Church,12001001100,2940,7.3,3.5,0.0,768.0
772.0,405,Pine Ridge Apartments,12001001803,2802,5.0,4.0,0.0,767.0
773.0,1016,Millhopper Branch Library,12001001701,3402,17.3,5.7,0.0,773.0
774.0,601,Fred Cone Park,12001000600,1734,20.2,11.8,0.0,776.0
775.0,510,Suburban Apartments,12001001701,3402,17.3,5.7,0.0,774.0
776.0,131,Westbound SE 22nd Avenue @ SE 13th Street,12001000700,2512,12.6,7.5,0.0,774.0
777.0,1470,Gainesville Women's Club,12001001000,3509,6.5,4.1,0.0,772.0
778.0,376,Cobblestone Apartments,12001001203,1619,5.6,3.9,0.0,778.0
779.0,1321,The Enclave Apartments,12001001515,2932,9.4,7.0,0.0,779.0
780.0,1420,Southbound SW 13th ST @ SW 14th AVE,12001000809,791,3.0,3.1,0.0,779.0
781.0,541,Raintree Neighborhood,12001001000,3509,6.5,4.1,0.0,780.0
782.0,729,Southbound SW 6th Street @ NW 36th Avenue,12001000302,1363,11.6,6.7,0.0,781.0
783.0,1279,Hidden Oak Elementary School,12001002204,5356,5.5,3.9,0.0,782.0
784.0,1386,Breckenridge Neighborhood,12001001201,1358,3.3,3.1,0.0,780.0
785.0,1050,Bellamy Grand,12001002219,2774,16.5,9.1,0.0,782.0
786.0,791,Oakbrook Walk Condominiums @ SW 16th Avenue,12001000806,1491,18.9,8.7,0.0,785.0
787.0,1009,Faith Presbyterian Church,12001001701,3402,17.3,5.7,0.0,785.0
788.0,396,Barnhill Clinic,12001001202,3217,0.6,0.9,0.0,783.0
789.0,917,Westbound SE 4th Avenue @ SE 8th Street,12001000500,2796,10.7,4.8,0.0,785.0
790.0,127,Lincoln Estates Neighborhood,12001000700,2512,12.6,7.5,0.0,786.0
791.0,375,Brook Wood Terrace Neighborhood,12001001203,1619,5.6,3.9,0.0,791.0
792.0,1397,Westbound SW 24th Ave @ SW 61st St,12001002219,2774,16.5,9.1,0.0,792.0
793.0,1109,Tower 24 Shopping Center,12001002221,2304,0.8,1.5,0.0,790.0
794.0,685,The Landings Apartments,12001000808,1699,7.2,6.0,0.0,792.0
795.0,1038,A Child's Place,12001002219,2774,16.5,9.1,0.0,796.0
796.0,1400,Westbound SW 24th AVE @ SW 84th ST,12001002207,1455,0.4,0.7,0.0,794.0
797.0,1119,CROM Equipment Rentals,12001002220,1044,6.8,6.9,0.0,796.0
798.0,687,Bivens Cove Apartments,12001000808,1699,7.2,6.0,0.0,796.0
799.0,1405,Eastbound SW 24th AVE @ SW 84th ST,12001002221,2304,0.8,1.5,0.0,797.0
800.0,1184,Weed Science Building,12001000901,237,49.8,28.7,0.0,802.0
801.0,186,Life South Blood Center,12001001605,4022,6.0,5.3,0.0,801.0
802.0,1006,Robin Lane Neighborhood,12001001701,3402,17.3,5.7,0.0,802.0
803.0,67,Eastbound SE 22nd Avenue @ SE 13th Street,12001000700,2512,12.6,7.5,0.0,803.0
804.0,681,US 441 South,12001110800,898,12.0,8.9,0.0,804.0
805.0,539,Brywood Neighborhood,12001001000,3509,6.5,4.1,0.0,803.0
806.0,498,NW 24th St @ NW 16th Avenue,12001001100,2940,7.3,3.5,0.0,806.0
807.0,433,Brookwood Terrace,12001001100,2940,7.3,3.5,0.0,809.0
808.0,319,Northbound SE 35th Street @ SE 16th Avenue,12001000700,2512,12.6,7.5,0.0,809.0
809.0,1121,SunState,12001002220,1044,6.8,6.9,0.0,809.0
810.0,994,Faith Presbyterian Church,12001001811,3147,12.6,7.9,0.0,811.0
811.0,794,Sai Quick Stop,12001000808,1699,7.2,6.0,0.0,810.0
812.0,1003,The Arc,12001001701,3402,17.3,5.7,0.0,813.0
813.0,987,Millhopper Branch Library,12001001100,2940,7.3,3.5,0.0,814.0
814.0,414,Barnhill Clinic,12001001201,1358,3.3,3.1,0.0,813.0
815.0,332,Southbound SE 35th Street @ SE 16th Avenue,12001000700,2512,12.6,7.5,0.0,815.0
816.0,514,Westbound NW 23rd Avenue @ NW 63rd Terrace,12001001701,3402,17.3,5.7,0.0,815.0
817.0,1174,Lacrosse Field,12001001514,1080,8.3,6.3,0.0,817.0
818.0,977,Millennium Center,12001001605,4022,6.0,5.3,0.0,816.0
819.0,1000,The Arc,12001001701,3402,17.3,5.7,0.0,820.0
820.0,432,Cobblestone Apartments,12001001100,2940,7.3,3.5,0.0,819.0
821.0,820,Spyglass Apartments,12001001605,4022,6.0,5.3,0.0,820.0
822.0,495,Westbound NW 16th Avenue @ NW 20th Way,12001001100,2940,7.3,3.5,0.0,821.0
823.0,486,Gator Place Condominiums,12001001516,1562,8.5,5.4,0.0,821.0
824.0,521,Santa Fe College,12001001701,3402,17.3,5.7,0.0,822.5
825.0,66,Eastbound SE 22nd Avenue @ SE 12th Street,12001000700,2512,12.6,7.5,0.0,823.0
826.0,500,NW 27th Terrace @ NW 16th Avenue,12001001100,2940,7.3,3.5,0.0,823.0
827.0,156,West University Ave @ NW 28th St,12001001000,3509,6.5,4.1,0.0,822.0
828.0,531,Eastbound NW 23rd Avenue @ NW 46th Street,12001001702,2361,5.5,4.0,0.0,824.0
829.0,518,Santa Fe College @ NW 83rd Street,12001001701,3402,17.3,5.7,0.0,827.0
830.0,485,Southwood Apartments,12001001515,2932,9.4,7.0,0.0,826.0
831.0,997,Robin Lane Neighborhood,12001001811,3147,12.6,7.9,0.0,829.0
832.0,164,Millennium Center,12001001605,4022,6.0,5.3,0.0,829.0
833.0,1024,Landmark Woods Neighborhood,12001001702,2361,5.5,4.0,0.0,831.0
834.0,878,Ironwood Golf Course,12001000400,2341,18.2,8.7,0.0,834.0
835.0,599,Morningside Nature Center,12001000600,1734,20.2,11.8,0.0,834.0
836.0,329,Chevron Food Mart @ SE 43rd Street,12001000600,1734,20.2,11.8,0.0,836.0
837.0,163,Allstate Insurance @ Newberry Road,12001001605,4022,6.0,5.3,0.0,834.0
838.0,690,Comfort Suites Hotel,12001000808,1699,7.2,6.0,0.0,837.0
839.0,689,Boardwalk Apartments,12001000808,1699,7.2,6.0,0.0,839.0
840.0,979,Landmark Woods Neighborhood,12001001702,2361,5.5,4.0,0.0,840.0
841.0,1624,SW 6th St & SW 3rd Ave,12001000202,1860,25.1,12.7,0.0,840.5
842.0,1023,Suburban Heights Neighborhood,12001001702,2361,5.5,4.0,0.0,841.0
843.0,588,Morningside Nature Center,12001000600,1734,20.2,11.8,0.0,844.0
844.0,1040,Town & Country Veterinarians,12001002219,2774,16.5,9.1,0.0,844.0
845.0,1625,SW 6th St & SW 3rd Ave (southbound),12001000202,1860,25.1,12.7,0.0,845.0
846.0,229,Northbound NW 6th Street @ NW 36th Avenue,12001000302,1363,11.6,6.7,0.0,844.0
847.0,517,Shenandoah Neighborhood,12001001701,3402,17.3,5.7,0.0,846.0
848.0,526,Eastbound NW 23rd Avenue @ NW 63rd Terrace,12001001702,2361,5.5,4.0,0.0,847.0
849.0,775,Sweetwater on 16th Apartments,12001000808,1699,7.2,6.0,0.0,846.0
850.0,667,Summit House Condominiums,12001000809,791,3.0,3.1,0.0,849.0
851.0,1287,Paddock Club Apartments,12001002204,5356,5.5,3.9,0.0,849.0
852.0,185,SIMED Health,12001001605,4022,6.0,5.3,0.0,851.0
853.0,1115,Stillwind Neighborhood,12001002221,2304,0.8,1.5,0.0,853.0
854.0,323,Chevron Food Mart @ SE 43rd Street,12001001400,896,3.6,5.5,0.0,855.0
855.0,1472,Mavis Tires,12001001605,4022,6.0,5.3,0.0,855.0
856.0,523,Shenandoah Neighborhood,12001001702,2361,5.5,4.0,0.0,856.0
857.0,827,Lakewood Villas Apartments,12001001605,4022,6.0,5.3,0.0,857.0
858.0,1619,Queen of Peace Church (Eastbound),12001002222,2980,1.9,1.5,0.0,857.0
859.0,786,Sweetwater on 16th Apartments (Northbound),12001000700,2512,12.6,7.5,0.0,859.0
860.0,522,The Pentecostals of Gainesville,12001001702,2361,5.5,4.0,0.0,860.0
861.0,544,NW 16th Avenue @ NW 20th Way,12001001000,3509,6.5,4.1,0.0,862.0
862.0,159,Fire Station @ W University Ave,12001001605,4022,6.0,5.3,0.0,862.0
863.0,1623,SW 6th St nearside SW 5th Ave (southbound),12001000202,1860,25.1,12.7,0.0,864.0
864.0,1276,Paddock Club Apartments,12001002204,5356,5.5,3.9,0.0,863.0
865.0,490,The Polos Apartments,12001001516,1562,8.5,5.4,0.0,867.0
866.0,167,SunTrust Bank @ Newberry Road,12001001605,4022,6.0,5.3,0.0,868.0
867.0,1617,SW 24th Avenue & School House Road (Eastbound),12001002222,2980,1.9,1.5,0.0,868.0
868.0,672,City College Gainesville,12001000809,791,3.0,3.1,0.0,869.0
869.0,1033,Westbound Archer Road @ SW 50th Street,12001002219,2774,16.5,9.1,0.0,869.0
870.0,1125,Hailey Forest Condominiums,12001002220,1044,6.8,6.9,0.0,869.0
871.0,787,Treehouse Village Apartments,12001000700,2512,12.6,7.5,0.0,870.0
872.0,1044,Kanapaha Middle School,12001002219,2774,16.5,9.1,0.0,871.0
873.0,980,NW 14th Place @ NW 43rd Street,12001001702,2361,5.5,4.0,0.0,871.0
874.0,1048,Kanapaha Park,12001002219,2774,16.5,9.1,0.0,874.0
875.0,1111,Kenwood Neighborhood,12001002221,2304,0.8,1.5,0.0,873.0
876.0,693,home2 Hotel,12001000808,1699,7.2,6.0,0.0,874.0
877.0,981,Northbound NW 43rd Street @ NW 16th Place,12001001702,2361,5.5,4.0,0.0,876.0
878.0,1022,Southbound NW 43rd Street @ NW 15th Place,12001001702,2361,5.5,4.0,0.0,879.0
879.0,1616,SW 24th Avenue & School House Road,12001002208,1103,2.9,3.5,0.0,878.0
880.0,1046,Tower Village Apartments,12001002219,2774,16.5,9.1,0.0,879.0
881.0,1612,Town of Tioga,12001002204,5356,5.5,3.9,0.0,880.0
882.0,774,Treehouse Village Apartments,12001000808,1699,7.2,6.0,0.0,882.0
883.0,670,Dollar General,12001000809,791,3.0,3.1,0.0,883.0
884.0,184,Alarion Bank,12001001605,4022,6.0,5.3,0.0,884.0
885.0,166,Gainesville Health & Fitness,12001001605,4022,6.0,5.3,0.0,886.0
886.0,692,Village Square,12001000808,1699,7.2,6.0,0.0,887.0
887.0,182,Gainesville Health & Fitness,12001001605,4022,6.0,5.3,0.0,887.0
888.0,1553,Health Department,12001000600,1734,20.2,11.8,0.0,888.0
889.0,1622,SW 6th St nearside SW 5th Ave,12001000202,1860,25.1,12.7,0.0,889.0
890.0,181,Millpond Apartments,12001001605,4022,6.0,5.3,0.0,890.0
891.0,676,Chop Stix Cafe,12001110800,898,12.0,8.9,0.0,891.0
892.0,1035,Kanapaha Botanical Gardens,12001002219,2774,16.5,9.1,0.0,891.0
893.0,1278,Northbound Fort Clarke Boulevard @ Eagle Point,12001002204,5356,5.5,3.9,0.0,893.0
894.0,1613,Town of Tioga (Eastbound),12001002202,2553,1.6,2.1,0.0,893.0
895.0,686,CDS Family and Behavioral Services,12001000808,1699,7.2,6.0,0.0,895.0
896.0,1113,Tower Village,12001002221,2304,0.8,1.5,0.0,894.5
897.0,1285,Southbound Fort Clarke Boulevard @ Eagle Point,12001002204,5356,5.5,3.9,0.0,897.0
898.0,1114,Haile Plantation Neighborhood,12001002221,2304,0.8,1.5,0.0,897.0
899.0,1311,Depot Ave Farside SW 3rd St,12001000202,1860,25.1,12.7,0.0,900.0
900.0,671,Lakeshore Towers Apartments,12001000809,791,3.0,3.1,0.0,901.0
901.0,165,Orthopedic Institute,12001001605,4022,6.0,5.3,0.0,901.0
902.0,1036,Westgate Mobile Manor Park,12001002219,2774,16.5,9.1,0.0,902.0
903.0,1112,Vet Mem PK,12001002221,2304,0.8,1.5,0.0,902.0
904.0,819,Rockwood Villas Apartments,12001001605,4022,6.0,5.3,0.0,904.0
905.0,1312,Depot Ave nearside SW 3rd St,12001000202,1860,25.1,12.7,0.0,905.0
906.0,1047,Vet Mem PK,12001002219,2774,16.5,9.1,0.0,906.0
907.0,1122,Westgate Manor Park,12001002220,1044,6.8,6.9,0.0,907.0
908.0,516,Quail Ridge Neighborhood,12001001701,3402,17.3,5.7,0.0,908.0
909.0,1275,Westbound Newberry Road @ Fort Clarke Boulevard,12001002204,5356,5.5,3.9,0.0,909.0
910.0,1123,Broken Arrow Bluff Community,12001002220,1044,6.8,6.9,0.0,910.0
911.0,1288,Eastbound Newberry Road @ Fort Clarke Boulevard,12001002207,1455,0.4,0.7,0.0,911.0
912.0,1277,Legacy @ Fort Clarke Apartments,12001002204,5356,5.5,3.9,0.0,912.0
913.0,828,Rockwood Villas Apartments,12001001605,4022,6.0,5.3,0.0,913.0
914.0,1286,Legacy @ Fort Clarke Apartments,12001002204,5356,5.5,3.9,0.0,914.0
915.0,524,Quail Ridge Neighborhood,12001001702,2361,5.5,4.0,0.0,915.0
